208,272,orange,-1.510343,0.991577,4.067624
224,254,yellow,-1.647929,0.969471,5.084529
192,274,yellow,-1.702343,1.015577,4.067624
222,254,yellow,-1.677929,0.969471,5.084529
192,274,yellow,-1.702343,1.015577,4.067624
222,252,yellow,-2.684686,1.503154,8.135247
210,254,yellow,-1.857929,0.969471,5.084529
206,272,orange,-1.534343,0.991577,4.067624
208,272,orange,-1.510343,0.991577,4.067624
222,252,yellow,-2.684686,1.503154,8.135247
190,272,yellow,-2.466204,1.416539,5.810891
196,260,orange,-1.654343,0.847577,4.067624
222,254,yellow,-1.677929,0.969471,5.084529
208,254,yellow,-2.157633,1.107967,5.810891
208,254,yellow,-2.157633,1.107967,5.810891
220,254,yellow,-1.707929,0.969471,5.084529
