232,242,yellow,-3.055857,1.578943,10.169059
148,280,orange,-2.230343,1.087577,4.067624
216,254,orange,-2.020490,1.107967,5.810891
130,282,yellow,-2.223948,1.010525,3.697839
130,282,yellow,-2.223948,1.010525,3.697839
148,278,orange,-2.230343,1.063577,4.067624
216,254,orange,-2.020490,1.107967,5.810891
230,242,yellow,-2.077238,1.052629,6.779373
230,242,yellow,-2.077238,1.052629,6.779373
216,252,orange,-2.020490,1.073682,5.810891
450,268,orange,1.548508,1.048419,4.519582
142,264,orange,-2.302343,0.895577,4.067624
220,244,orange,-1.951918,0.936539,5.810891
442,256,orange,1.441841,0.888419,4.519582
220,246,orange,-1.951918,0.970825,5.810891
214,254,yellow,-2.054775,1.107967,5.810891
