456,276,orange,1.465657,1.039577,4.067624
228,244,yellow,-2.117238,1.092629,6.779373
222,256,orange,-1.677929,0.999471,5.084529
208,258,yellow,-1.887929,1.029472,5.084529
228,244,yellow,-2.117238,1.092629,6.779373
208,258,yellow,-1.887929,1.029472,5.084529
222,258,yellow,-1.677929,1.029472,5.084529
456,276,orange,1.465657,1.039577,4.067624
466,266,orange,1.585657,0.919577,4.067624
208,256,yellow,-1.887929,0.999471,5.084529
228,244,yellow,-2.117238,1.092629,6.779373
216,248,orange,-1.767929,0.879471,5.084529
208,256,yellow,-1.887929,0.999471,5.084529
466,262,orange,1.585657,0.871577,4.067624
228,244,yellow,-2.117238,1.092629,6.779373
214,248,orange,-1.797929,0.879471,5.084529
