210,256,yellow,-1.857929,0.999471,5.084529
132,286,orange,-2.018619,0.966314,3.389686
228,244,yellow,-2.117238,1.092629,6.779373
230,244,yellow,-2.077238,1.092629,6.779373
448,274,orange,1.369657,1.015577,4.067624
210,256,yellow,-1.857929,0.999471,5.084529
230,244,yellow,-2.077238,1.092629,6.779373
444,276,yellow,1.321657,1.039577,4.067624
452,262,orange,1.417657,0.871577,4.067624
210,256,yellow,-1.857929,0.999471,5.084529
228,242,yellow,-2.540686,1.263154,8.135247
456,264,orange,1.465657,0.895577,4.067624
454,262,orange,1.441657,0.871577,4.067624
210,256,yellow,-1.857929,0.999471,5.084529
228,244,yellow,-2.117238,1.092629,6.779373
214,248,orange,-1.797929,0.879471,5.084529
