418,173,yellow,0.960013,-0.045753,4.511189
525,174,yellow,5.468259,-0.078866,10.714076
410,177,yellow,0.742422,0.003827,3.896028
284,180,blue,-0.472470,0.027562,2.955607
173,181,blue,-1.056867,0.027307,2.255595
460,185,yellow,0.911351,0.064231,2.764923
299,194,yellow,-0.198550,0.081108,1.680639
159,196,yellow,-0.724969,0.076888,1.428543
612,198,yellow,1.653448,0.130513,2.197759
459,203,blue,0.549285,0.123174,1.680639
613,217,blue,1.096997,0.163035,1.452756
247,221,orange,-0.261877,0.122937,0.996658
510,234,orange,0.446339,0.151904,0.952362
