457,176,blue,1.835784,-0.010279,5.714174
225,180,blue,-1.028355,0.029604,3.174541
486,180,blue,1.722478,0.039965,4.285631
580,181,yellow,3.553534,0.064855,5.357038
438,183,blue,0.920308,0.060577,3.428504
566,183,yellow,2.548540,0.072115,4.081553
151,185,yellow,-1.375913,0.060338,2.597352
356,185,blue,0.119351,0.068661,2.955607
620,191,yellow,2.458942,0.126718,3.174541
356,193,yellow,0.096144,0.108282,2.380906
452,194,yellow,0.675510,0.106064,2.197759
601,203,blue,1.438660,0.146090,1.993316
420,206,orange,0.340309,0.127218,1.558411
622,220,orange,1.013154,0.156579,1.298676
279,270,orange,-0.114565,0.171175,0.659328
