479,174,yellow,2.521612,-0.048533,6.593277
437,176,yellow,1.264962,-0.008566,4.761811
355,177,blue,0.146491,0.003827,3.896028
631,178,yellow,8.626691,0.040320,10.714076
427,180,yellow,0.926618,0.036332,3.896028
306,182,blue,-0.302051,0.045573,3.061164
205,184,blue,-0.929515,0.050080,2.448931
475,186,yellow,1.097499,0.076881,2.955607
321,195,yellow,-0.108486,0.097220,1.904725
198,197,yellow,-0.670620,0.095130,1.680639
624,198,yellow,1.870692,0.141389,2.380906
471,202,blue,0.656893,0.128585,1.823672
616,214,blue,1.189781,0.161890,1.558411
279,216,orange,-0.198580,0.125076,1.142835
511,227,orange,0.511505,0.151934,1.084970
